,tac0,tac1,tac2,tac3,sigma0,sigma1,sigma2,sigma3
163,0.8140204,0.97849417,0.98250675,0.7737249,1.883829,2.9151495,1.9078721,1.7135215
164,0.7734834,0.86287254,0.81094754,0.81358427,1.5406795,1.4142537,1.4425737,1.4087181
165,0.7520201,0.76735425,0.8454207,0.8286994,1.7324253,1.434186,1.6155671,2.1034636
166,0.9648359,0.73501134,0.9544171,0.7059542,2.1674855,1.6704558,1.642747,1.6815318
167,0.7146442,0.7269107,0.6709914,0.7400797,1.9762654,1.3621085,1.5014079,1.6353058
168,0.93694067,0.7935935,0.8786177,0.8995789,1.8388582,1.7752694,1.902808,2.1368
169,1.0935353,1.0150473,1.0393386,1.3365068,2.2057726,1.7913218,2.0759296,2.3289397
170,0.88190615,0.99824643,1.0148537,0.9020437,1.83526,1.7828319,2.2959266,1.9197825
171,1.1328471,1.0971243,1.0100517,1.0155728,2.315419,2.028367,2.2758605,1.7796901
172,0.87634575,1.0438706,0.92426,0.9680989,1.5282732,1.807437,1.7450233,1.8149587
173,1.4449703,1.3108623,1.3176706,1.4595062,2.2879004,2.400693,2.5254784,2.8069434
174,0.9528879,0.96097016,1.0367644,0.7263849,1.6454726,2.4409087,1.7450142,1.7913864
175,1.2240471,1.3681108,0.971303,1.569399,2.4240134,2.5802007,1.9871589,3.49706
176,0.8789489,0.8220911,0.79219127,0.69206274,1.8588609,1.3942436,1.8301823,1.3831362
177,0.76364946,0.85336065,0.936381,0.93296576,2.005326,1.5383959,1.8630099,1.7655315
178,0.8440076,0.73516536,0.6707933,0.9504536,2.1336997,1.8841823,1.7385087,2.7970781
179,0.8568748,0.7945535,0.7274082,0.82588863,1.7867001,2.3890958,1.460476,1.490025
180,0.84805894,0.9669846,1.0201361,0.91543806,1.8981268,1.9305692,1.8772811,2.3341417
181,0.8930253,1.0256904,0.8062649,0.91266763,2.5214493,1.83148,1.8907257,2.0447164
182,0.6672286,0.70000494,0.8386372,0.68680334,1.2996899,1.5973829,2.3227465,1.8613629
183,0.68658483,0.6589706,0.68892586,0.7440908,1.6145307,1.4686211,1.3828835,1.6199948
184,0.7108847,0.5514748,0.5748352,0.6873429,1.7186438,1.3470297,1.4120524,1.3726369
185,0.2231586,0.3953972,0.21153903,0.23925972,0.914423,2.405047,1.3020681,0.9161233
186,0.23481917,0.3365755,0.29641724,0.2566316,1.1457235,1.0730114,1.1449437,1.2915183
187,0.515769,0.70916545,0.6754699,0.8561142,1.45479,2.176991,1.6265105,1.9246727
188,0.64426386,0.5817386,0.6972914,0.44925988,1.2797527,1.8366482,1.8925737,1.2605597
